X,Y,insee,nom,wikipedia,surf_ha,icon_url,Effectifs avec Micro_Zone emploi,Effectifs avec Micro_Agroalimentaire,"Effectifs avec Micro_Bijouterie, joaillerie",Effectifs avec Micro_Bois,Effectifs avec Micro_Chimie,"Effectifs avec Micro_Conseil, ingénierie, recherche",Effectifs avec Micro_Construction/BTP/Génie urbain/Architecture,Effectifs avec Micro_Eau et déchets,Effectifs avec Micro_Electrique/Electronique (dont optique),Effectifs avec Micro_Emballage,Effectifs avec Micro_Energie,"Effectifs avec Micro_Management, conseil, finances",Effectifs avec Micro_Mécanique-Métallurgie,Effectifs avec Micro_Meubles,"Effectifs avec Micro_Numérique, TIC, audiovisuel",Effectifs avec Micro_Papier-carton,Effectifs avec Micro_Plasturgie,"Effectifs avec Micro_Santé (dont pharmacie, technologies médicales, R&D en biotech)",Effectifs avec Micro_Sous-traitance industrielle,Effectifs avec Micro_Sous-traitance industrielle (coeur de l'activité),Effectifs avec Micro_Sport / Loisirs,Effectifs avec Micro_Textile-habillement-cuir chaussures,Effectifs avec Micro_Tourisme,Effectifs avec Micro_Transport de marchandises/Logistique,Effectifs avec Micro_(vide)
3.92925322430233,45.8833987255181,"42125",Luré,fr:Luré,626.000000000000000,./0.png,La Plaine du Forez,,,,,,"0",,,,,,,,,,,,,,,,,"0","0"
3.93553260963688,45.7727669678362,"42109",L'Hôpital-sous-Rochefort,fr:L'Hôpital-sous-Rochefort,114.000000000000000,./0.png,La Plaine du Forez,,,,,,,,,,,,,,,,,,,,,,"0","0","0"
3.91677859264106,46.0653519687872,"42232",Saint-Haon-le-Châtel,fr:Saint-Haon-le-Châtel,87.000000000000000,./0.png,Roanne,"20",,,,,"1",,,,,"0",,,"0",,,,,,,,"0","2","3"
3.93030734944754,45.706868946181,"42227",Saint-Georges-en-Couzan,fr:Saint-Georges-en-Couzan,2372.000000000000000,./0.png,La Plaine du Forez,"1",,"0",,,"8",,,,"0",,,,,,,,,,,,"5","0","1"
3.93415002522415,46.0271646030656,"42199",Saint-André-d'Apchon,fr:Saint-André-d'Apchon,1365.000000000000000,./0.png,Roanne,"11",,"4",,,"5",,,,"0","0","2",,"2",,,,,,,,"1","2","6"
3.93715881867953,45.9822023454928,"42331",Villemontais,fr:Villemontais,1314.000000000000000,./0.png,Roanne,,,"0",,"0","14",,,,"0","0",,,,,,,,,,"1",,"0","6"
3.81771157723779,46.2096892444002,"42257",Saint-Martin-d'Estréaux,fr:Saint-Martin-d'Estréaux,3022.000000000000000,./0.png,Roanne,"49",,"0",,,"0",,,,"0",,"0",,,,,"4",,,,,"0","64","25"
3.94830661591484,45.8637994940041,"42106",Grézolles,fr:Grézolles,553.000000000000000,./0.png,La Plaine du Forez,,,,,,"184",,,,"0","0",,,,,,,,,,,,"7","8"
3.93397332942994,45.7994198791728,"42002",Ailleux,fr:Ailleux,928.000000000000000,./0.png,La Plaine du Forez,,,,,,"0",,,,"0",,"6",,,,,,,,,,,"2","0"
3.94361018519928,46.1391435447661,"42220",Saint-Forgeux-Lespinasse,fr:Saint-Forgeux-Lespinasse,1648.000000000000000,./0.png,Roanne,"1",,"0",,,"2",,,,"0",,,,,,,,,,"0",,"2","17","2"
3.94176262616148,45.7574675938989,"42084",Débats-Rivière-d'Orpra,fr:Débats-Rivière-d'Orpra,338.000000000000000,./0.png,La Plaine du Forez,,,,,"4",,"0",,,"0",,,,,,,,,,,,,,"0"
3.93180363823474,46.0061396464446,"42198",Saint-Alban-les-Eaux,fr:Saint-Alban-les-Eaux,789.000000000000000,./0.png,Roanne,"217",,"0",,"0","17","0",,,,"0","2",,"0",,"40",,,,"1",,"20","0","0"
4.7280557667041,45.4191297448344,"42056",Chavanay,fr:Chavanay,1500.000000000000000,./0.png,Vienne-Annonay,"14","0",,,"1","43",,"0",,,"5","134",,"1",,,"0","1",,"0","10","35","27","94"
4.65953241718551,45.4227905071128,"42168",Pélussin,,3251.000000000000000,./0.png,Vienne-Annonay,"182",,"0",,"3","93","44",,,"0","6","0","0","2",,,,,,"4","3","14","12","169"
4.58927737426207,45.4183021863572,"42085",Doizieux,fr:Doizieux,2786.000000000000000,./0.png,Saint Etienne,,"0","0",,"0","8",,,,,,,,"0",,,,,,,,"12","0","1"
4.23358418990649,45.7677498546624,"42065",Civens,fr:Civens,1318.000000000000000,./0.png,La Plaine du Forez,"64",,,,"0","80",,,,"0","10","56","7",,,,,,,"0",,"1","83","164"
4.27315519561739,45.8030897366771,"42193",Rozier-en-Donzy,fr:Rozier-en-Donzy,962.000000000000000,./0.png,La Plaine du Forez,"0",,"0",,"0","42",,,,,"0",,"0","0",,,,,,,"22","0",,"5"
4.23342413857471,45.8009156289032,"42175",Pouilly-lès-Feurs,fr:Pouilly-lès-Feurs,1305.000000000000000,./0.png,La Plaine du Forez,"78",,"0",,"0","22",,,,"0","1","4",,,,,,,,"0","0","1","1","9"
4.27439230561491,45.7592203198571,"42297",Salvizinet,fr:Salvizinet,1086.000000000000000,./0.png,La Plaine du Forez,,,,,,"0",,,,,"0",,,"0",,,,,,,"0","0",,"3"
4.29638350764482,45.7937260284988,"42073",Cottance,fr:Cottance,1392.000000000000000,./0.png,La Plaine du Forez,"0",,,,,"2",,,,,"0","0",,"0",,,,,,,,"0","0","7"
4.32806122847066,45.8237758568532,"42148",Montchal,fr:Montchal,885.000000000000000,./0.png,La Plaine du Forez,"0",,,,,"5",,,,,"0",,,,,,,,"21",,"71",,"0","1"
4.34460010231671,45.7937293495044,"42165",Panissières,fr:Panissières,2654.000000000000000,./0.png,La Plaine du Forez,"46",,,,"0","44","0",,,"0","10","306",,"1",,,,"9",,,"165","11","126","112"
4.3387275109746,45.7577037080041,"42090",Essertines-en-Donzy,fr:Essertines-en-Donzy,708.000000000000000,./0.png,La Plaine du Forez,,,,,,"11",,,,,"0","4",,,,,,"8",,"2",,"0","0","0"
4.32800336243912,45.7183741654941,"42202",Saint-Barthélemy-Lestra,fr:Saint-Barthélemy-Lestra,1119.000000000000000,./0.png,La Plaine du Forez,"30",,,,"0","0",,,,"0","0",,,"0",,,,,,"0","19","0","0","1"
4.28097825494618,45.7075513410136,"42319",Valeille,fr:Valeille,1644.000000000000000,./0.png,La Plaine du Forez,,,,,"0","1","0",,,"0","0","7",,,,,,,,,,,"0","1"
4.28233381532993,45.7336202048405,"42296",Salt-en-Donzy,fr:Salt-en-Donzy,927.000000000000000,./0.png,La Plaine du Forez,,,,,"0","1",,,,"0",,,,,,,,,,"0",,"5",,"0"
4.31920019295428,45.7431553632972,"42113",Jas,fr:Jas (Loire),630.000000000000000,./0.png,La Plaine du Forez,"0",,,,"0",,,,,,,,,,,,,,,,,"3","2","0"
3.99022788611924,45.8183838055191,"42160",Nollieux,fr:Nollieux,701.000000000000000,./0.png,La Plaine du Forez,,,,,,"0",,,,,,,,,,,,,,,,,"0","0"
3.9648964807592,45.802261344914,"42035",Cezay,fr:Cezay,1053.000000000000000,./0.png,La Plaine du Forez,,,,,,"2",,,,"0","0",,,"0",,,,,,,,,"0","0"
4.15133850357636,45.7275276472778,"42174",Poncins,fr:Poncins,2061.000000000000000,./0.png,La Plaine du Forez,"0","0",,,"1","13",,,,,"0",,,"11",,,,,,"0","0","0","17","14"
4.09672287246533,45.739811152808,"42219",Saint-Étienne-le-Molard,fr:Saint-Étienne-le-Molard,1655.000000000000000,./0.png,La Plaine du Forez,"0",,,,"1","14",,,,,"0",,,,,,,"2",,"0",,"0","0","10"
3.97428261904418,45.7723601838173,"42288",Saint-Sixte,fr:Saint-Sixte (Loire),1540.000000000000000,./0.png,La Plaine du Forez,,,"0","0",,"14",,,,,,"50","0","0",,,,,,,,"3","0","9"
4.07744129160187,45.7124305365524,"42150",Montverdun,fr:Montverdun,1661.000000000000000,./0.png,La Plaine du Forez,"2",,,,"0","17",,,,"0","0","16",,,,,,,,"0",,"7","0","141"
3.96115936425719,45.7362656639787,"42195",Sail-sous-Couzan,fr:Sail-sous-Couzan,755.000000000000000,./0.png,La Plaine du Forez,"6",,,,"1","13",,,,"0",,"6",,"0",,,,,,,,"5","7","4"
3.98464846439593,45.7433343988759,"42119",Leigneux,fr:Leigneux,446.000000000000000,./0.png,La Plaine du Forez,,,"0",,"2","3",,,,,,,,,,,,,,,,,,"0"
4.03861525831163,45.7688362884285,"42009",Arthun,fr:Arthun,1392.000000000000000,./0.png,La Plaine du Forez,,,,,,"1","0",,,"0",,,,,,,,,,,,,,"0"
4.00093975109743,45.7249414357331,"42313",Trelins,fr:Trelins,817.000000000000000,./0.png,La Plaine du Forez,"18",,,,"0","3",,,,"0",,,,"0",,,"0",,,"0",,"4",,"18"
4.17721320054705,45.7599855773501,"42066",Cleppé,fr:Cleppé,1556.000000000000000,./0.png,La Plaine du Forez,"0",,,,"6","50",,,,,"0",,"0","0",,,,,,,"1","5","0","59"
4.22325256839868,45.7321791446564,"42094",Feurs,fr:Feurs,2386.000000000000000,./0.png,La Plaine du Forez,"587","0","8",,"5","273","0","2","100","20","131","20","6","3",,,"5","1","322","28","183","139","307","1138"
4.03463254293866,45.7956990033538,"42030",Bussy-Albieux,fr:Bussy-Albieux,1957.000000000000000,./0.png,La Plaine du Forez,,,,,,"1",,,,"0","0","17",,"0",,,,"0",,,,"0","5","2"
3.99774578521004,45.704031214439,"42136",Marcoux,fr:Marcoux (Loire),1547.000000000000000,./0.png,La Plaine du Forez,,,,,,"11",,,,"0","5","61",,,,,,,,,"0","2",,"1"
4.00839317686215,45.750981082273,"42019",Boën-sur-Lignon,fr:Boën-sur-Lignon,601.000000000000000,./0.png,La Plaine du Forez,"32",,,,"3","78","1",,,"0","19","102",,"0",,,,,,"0","0","13","48","254"
4.05053485201074,45.7437794560196,"42197",Sainte-Agathe-la-Bouteresse,fr:Sainte-Agathe-la-Bouteresse,1175.000000000000000,./0.png,La Plaine du Forez,"29",,,,"0","58","37",,,"0",,"0","1","0",,,,,,,"64",,"14","20"
4.10924862524395,45.7766339190036,"42221",Sainte-Foy-Saint-Sulpice,fr:Sainte-Foy-Saint-Sulpice,2935.000000000000000,./0.png,La Plaine du Forez,,,,,"4","5",,,,"0","0","0",,,,,,,,,,"0","0","7"
4.14177971375308,45.81147803564,"42155",Nervieux,fr:Nervieux,1967.000000000000000,./0.png,La Plaine du Forez,,"0",,,"3","10",,,,"0","0","0",,,,,,,,,,"0","7","3"
4.18386084155619,45.8292933362178,"42011",Balbigny,fr:Balbigny,1712.000000000000000,./0.png,La Plaine du Forez,"21","0",,,"0","250","12",,,"0","9","20",,"2",,,,"5","14","1",,"7","32","162"
4.16698666687137,45.7909264118394,"42143",Mizérieux,fr:Mizérieux,706.000000000000000,./0.png,La Plaine du Forez,,,,,,"5",,,,,"0",,,"0",,,,,,,,"0","0","14"
4.20178663242596,45.7899631620685,"42088",Épercieux-Saint-Paul,fr:Épercieux-Saint-Paul,816.000000000000000,./0.png,La Plaine du Forez,"1",,,,"2","15","10",,,"0","0","103",,,,,,"202",,"4",,"0","84","11"
4.30617671894265,45.8364267953012,"42196",Sainte-Agathe-en-Donzy,fr:Sainte-Agathe-en-Donzy,340.000000000000000,./0.png,La Plaine du Forez,,,,,,,,,,,,"2","0",,,,,,,,,"0",,
4.17324338965623,45.6971409097473,"42041",Chambéon,fr:Chambéon,1703.000000000000000,./0.png,La Plaine du Forez,,,,,"1","76","0",,,"0","0",,,"0",,,,,,,,"1","0","0"
4.47166070933667,45.7048900694137,"69201",Sainte-Foy-l'Argentière,fr:Sainte-Foy-l'Argentière,155.000000000000000,./0.png,Saint Etienne,"31",,,,"1","357","0","64",,"0","5","0",,"0",,,"2",,,"1",,"4","36","91"
4.4512003581356,45.7038625903469,"69178",Souzy,fr:Souzy,509.000000000000000,./0.png,Saint Etienne,"30",,,"15","0","94",,,,,"0","11",,"0",,,,,,"1",,"0","6","80"
4.67254036035271,45.6989689932285,"69131",Messimy,fr:Messimy (Rhône),1112.000000000000000,./0.png,Lyon,"3","0",,,"1","193",,,,,"0","54","5","1",,,"1104",,,"0",,"12","26","88"
4.78933328965205,45.6943195151933,"69204",Saint-Genis-Laval,fr:Saint-Genis-Laval,1290.000000000000000,./0.png,Lyon,"196","5","0","24","55","772","26",,,"0","426","557","8","53",,"32","259","21","20","18","46","221","1327","2230"
4.82698888944064,45.7017669416855,"69152",Pierre-Bénite,fr:Pierre-Bénite,447.000000000000000,./0.png,Lyon,"120",,,"731","3","698","4",,,"44","37","44","0","10",,,,"7",,"2","634","188","222","1200"
4.85054751907787,45.701567046731,"69199",Saint-Fons,fr:Saint-Fons,601.000000000000000,./0.png,Lyon,"57","0",,"2013","791","651","365","13",,"45","82","11","10","22",,,"31","72",,"2","0","100","719","905"
4.2329664561014,45.6885644925752,"42251",Saint-Laurent-la-Conche,fr:Saint-Laurent-la-Conche,1574.000000000000000,./0.png,La Plaine du Forez,,,"0",,"0","23","2",,,"0","0","2",,"0",,,,,,"0","0","0","6","12"
4.02887585345438,45.6888735235994,"42134",Marcilly-le-Châtel,fr:Marcilly-le-Châtel,1649.000000000000000,./0.png,La Plaine du Forez,"2",,,,"0","57",,,,,"0",,"5","3",,,,,,,,"12","10","4"
4.34664415481711,45.6871673885102,"42336",Virigneux,fr:Virigneux,1191.000000000000000,./0.png,Saint Etienne,"0",,,,"0","4",,,,"0",,"0",,"4",,,,,,,,,"0","5"
4.7526960125813,45.6778290196354,"69027",Brignais,fr:Brignais,1033.000000000000000,./0.png,Lyon,"76","4",,"6","128","1227","132","24",,"0","147","815","7","462","0","1","146","70","104","71","66","312","1241","1735"
4.47537617899373,45.6793382165742,"69014",Aveize,fr:Aveize,1686.000000000000000,./0.png,Saint Etienne,"0",,,,,"5",,,,,,,,"0",,,,,,,,"5","28","1"
4.62575998792762,45.683876926676,"69249",Thurins,fr:Thurins,1933.000000000000000,./0.png,Lyon,"14",,"0",,"1","82",,,,,"1","0",,"0",,,,,,,"0","16","25","56"
4.85779913681076,45.6732959044349,"69276",Feyzin,fr:Feyzin,1052.000000000000000,./0.png,Lyon,"169","0","2","652","213","935","86","1",,"88","7","250",,"8",,,"3","74","37","1","18","18","426","364"
4.40066395405553,45.681870294081,"69132",Meys,fr:Meys,1476.000000000000000,./0.png,Saint Etienne,,,"14",,"0","24",,,,,"0",,,,,,,,,,,"1","0","2"
5.06088953440072,45.683806742915,"69288",Saint-Laurent-de-Mure,fr:Saint-Laurent-de-Mure,1882.000000000000000,./0.png,Lyon,"17",,"0",,"23","263","36",,,"0","8","66","5","6","0","27","0","29",,"9",,"42","528","235"
4.06053937226496,45.6723990082452,"42037",Chalain-d'Uzore,fr:Chalain-d'Uzore,806.000000000000000,./0.png,La Plaine du Forez,,,,,"1","11",,,,"0","3","24",,"0",,,,"11",,"0",,"0","7","1"
4.87451149921312,45.8258303526583,"69292",Sathonay-Camp,fr:Sathonay-Camp,190.000000000000000,./0.png,Lyon,"13","5",,,"3","63","0",,,"0","468",,"0","7",,,,,,"0","1","10","36","185"
4.83870916109991,45.8436707201616,"69168",Rochetaillée-sur-Saône,fr:Rochetaillée-sur-Saône,138.000000000000000,./0.png,Lyon,"13",,,,"1","6",,,,,"2",,,"2",,,"1",,,"3",,"41","25","70"
4.85446286045066,45.8431848094736,"69087",Fontaines-Saint-Martin,fr:Fontaines-Saint-Martin,272.000000000000000,./0.png,Lyon,"8",,"0",,"3","29",,,,,"2",,,"10",,,,,,,,"9","1","90"
4.50381988418244,45.8323178378215,"69008",Ancy,fr:Ancy,1186.000000000000000,./0.png,Tarare,,,,,"0","8",,,,,"0","0","0",,,,,,,"0",,"2",,"3"
4.62208187947755,45.8246380214895,"69083",Éveux,fr:Éveux,338.000000000000000,./0.png,Lyon,,,,,"1","4",,,,,"1",,"0","0",,,,,,,,"47","0","16"
4.65229495216207,45.8395723590732,"69086",Fleurieux-sur-l'Arbresle,fr:Fleurieux-sur-l'Arbresle,955.000000000000000,./0.png,Lyon,"2",,"0",,"1","104",,,,"0","0","74",,"1",,,"0","16",,"1","16","6","69","96"
4.6083053168137,45.8353151557029,"69010",L'Arbresle,fr:L'Arbresle,335.000000000000000,./0.png,Lyon,"25",,,,"6","55","0","1",,"119","74","59","0","1","0",,"6",,,"17","1","38","137","908"
4.71493418370489,45.835608329982,"69076",Dommartin,fr:Dommartin (Rhône),723.000000000000000,./0.png,Lyon,"1",,,,"44","92",,,,,"13","5","0","6",,,,"10",,"8","0","13","72","33"
4.82174895803042,45.8479829297109,"69068",Couzon-au-Mont-d'Or,fr:Couzon-au-Mont-d'Or,312.000000000000000,./0.png,Lyon,"27","0",,,"8","180",,,,"0","1","0",,"20",,,,,,"0",,"13","68","44"
4.82013080486627,45.8355747920543,"69233",Saint-Romain-au-Mont-d'Or,fr:Saint-Romain-au-Mont-d'Or,261.000000000000000,./0.png,Lyon,,,,,"3","9",,,,,"0",,,"49",,,,,,"7",,"5","5","29"
4.85633673573752,45.8284436639524,"69088",Fontaines-sur-Saône,fr:Fontaines-sur-Saône,232.000000000000000,./0.png,Lyon,"18",,"2",,"6","74","1",,"0","0","39","0",,"1","5",,"3",,,"2","4","54","28","316"
4.88616827293561,45.8403532372654,"69293",Sathonay-Village,fr:Sathonay-Village,512.000000000000000,./0.png,Lyon,"0",,"1",,"2","13",,,,,"2",,,"0",,,,,,,,"9","9","27"
4.01999548498949,45.8308232990112,"42230",Saint-Germain-Laval,fr:Saint-Germain-Laval (Loire),1708.000000000000000,./0.png,La Plaine du Forez,"15","0",,,"0","42","19",,,"0","5","187",,"0",,,,"0",,,"3","2","141","96"
4.07657891121207,45.8315162677966,"42173",Pommiers-en-Forez,fr:Pommiers-en-Forez,2430.000000000000000,./0.png,La Plaine du Forez,,,,,,"2",,,,"0",,,,,,,,,,,,"3","1","2"
4.26503682850385,45.8394901788372,"42029",Bussières,fr:Bussières (Loire),1684.000000000000000,./0.png,La Plaine du Forez,"8",,,,"0","25","0",,,,"1","1",,"1",,,,"2",,,"54","0",,"10"
3.77127364914896,45.9015555828991,"42339",Chausseterre,fr:Chausseterre,1676.000000000000000,./0.png,Le Livradois,,,"0",,"0","3",,,,"0","0",,,,,,,,,,,,"0","0"
4.21709510119545,45.9436337097709,"42289",Saint-Symphorien-de-Lay,fr:Saint-Symphorien-de-Lay,3280.000000000000000,./0.png,Roanne,"86",,"8",,"2","35",,,,"0","2","3",,"1",,,,,,,"70","6","34","151"
4.21877807708233,45.9128385688794,"42077",Croizet-sur-Gand,fr:Croizet-sur-Gand,597.000000000000000,./0.png,Roanne,"0",,,,,,,,,,"0",,,,,,,,,,"29","0","5","0"
4.21462007295323,46.0972870530309,"42025",Boyer,fr:Boyer (Loire),528.000000000000000,./0.png,Roanne,,,,,,"23",,,,,,,,,,,,,,,,,,"0"
4.22653087492833,46.1250712232746,"42333",Villers,fr:Villers (Loire),585.000000000000000,./0.png,Roanne,"1",,,,"0","6",,,,,"0",,,,,,,,,"0",,"0","11","4"
4.2312639129891,45.8359641469525,"42154",Néronde,fr:Néronde,859.000000000000000,./0.png,La Plaine du Forez,"1",,,,"0","18",,,,,,"0",,"0",,,,,,,,,,"36"
4.28303872590762,45.9134075965139,"42063",Chirassimont,fr:Chirassimont,1064.000000000000000,./0.png,Roanne,,,,,"0","14",,,,,"0",,,,,,,,,,"17","0",,"0"
4.28769295430851,46.0989398091479,"42300",Sevelinges,fr:Sevelinges,815.000000000000000,./0.png,Tarare,,,,,"0","0",,,,,,,,,,,,,,,"64","0","1","1"
4.30374480581818,46.1206707705975,"42033",Le Cergne,fr:Le Cergne,590.000000000000000,./0.png,Tarare,"0",,,,"0","18",,,,,"0","31",,,,,,,,,,"7","3","10"
4.28793729364222,46.1344347554696,"42007",Arcinges,fr:Arcinges,345.000000000000000,./0.png,Tarare,"0",,,,,"0",,,,,"0",,,,,,,,,,,,,"0"
4.33282665224743,46.0025435201483,"69214",Saint-Jean-la-Bussière,fr:Saint-Jean-la-Bussière,1561.000000000000000,./0.png,Tarare,,,,,"0","10","0",,,,,"36",,"0",,,,"7",,,"49","5","38","34"
4.345224826821,46.1058670933396,"69066",Cours,fr:Cours (Rhône),3381.000000000000000,./0.png,Tarare,"16",,"8",,"6","870","0",,,"0","31","251","5","3",,,,"6",,"0","214","7","210","187"
4.34902512336737,45.852072156013,"42334",Violay,fr:Violay,2712.000000000000000,./0.png,La Plaine du Forez,"93",,"0",,"1","6",,,,"0","1",,,"1",,,"0","0",,"2","88","4","44","18"
4.35035222959446,46.1621858952123,"42015",Belmont-de-la-Loire,fr:Belmont-de-la-Loire,2386.000000000000000,./0.png,Tarare,"8",,,,"1","62",,,,,"2","98","7","0",,,,,,,"8","0","41","45"
4.3283758920731,45.9647496445183,"69006",Amplepuis,fr:Amplepuis,3878.000000000000000,./0.png,Tarare,"19","0","35",,"0","258","2","10",,"0","23","84","69","1","31",,"0",,,"1","56","5","119","213"
4.31313977133409,45.8893546942862,"42213",Saint-Cyr-de-Valorges,fr:Saint-Cyr-de-Valorges,996.000000000000000,./0.png,La Plaine du Forez,,,,,"0","0",,,,"0",,,,,,,,,,,,"0","0","0"
4.30580584140625,46.1513259065205,"42086",Écoche,fr:Écoche,1114.000000000000000,./0.png,Tarare,,,"0",,"0","0",,,,,,,"1","0",,,,,,,,"0","0","1"
4.31455978996584,45.9259678607923,"42128",Machézal,fr:Machézal,1408.000000000000000,./0.png,Tarare,,,,,,"2",,,,"0",,,,"0",,,,,,,,"1","3","4"
4.32346322456905,46.0489726143428,"69248",Thizy-les-Bourgs,fr:Thizy-les-Bourgs,4452.000000000000000,./0.png,Tarare,"37",,"1","35","1","122","34",,,"6","50","30","153","0","57","48","4",,,"0","45","48","307","232"
4.24079371935349,45.968370284007,"42118",Lay,fr:Lay (Loire),1267.000000000000000,./0.png,Roanne,"0",,,,"0","4",,,,,,,,"0",,,,,,,"3","0","3","39"
4.2415242420139,45.887451093013,"42249",Saint-Just-la-Pendue,fr:Saint-Just-la-Pendue,1995.000000000000000,./0.png,Roanne,"2",,"0",,,"2",,,,"0","4","0","0","0",,,,"11",,"0","18","4",,"218"
4.27181146762231,45.9427205185496,"42098",Fourneaux,fr:Fourneaux (Loire),1252.000000000000000,./0.png,Roanne,"2",,,,"0","17","14",,,,,"3",,"0",,,,,,,"58","2","1","6"
4.27630166651579,46.0721711535787,"42104",La Gresle,fr:La Gresle,1480.000000000000000,./0.png,Tarare,"7",,,,,"24",,,,"0","0",,"0","0",,,,,,,,"0","0","4"
4.24621551830358,46.1003516874514,"42112",Jarnosse,fr:Jarnosse,1205.000000000000000,./0.png,Roanne,,,,,"0","0",,,,,"0","0",,,,,,,,,,"1","0","0"
4.26548481771383,46.1245733369508,"42079",Cuinzier,fr:Cuinzier,563.000000000000000,./0.png,Tarare,,,,,"1","22",,,,,"0","10",,,,,,,,,"0","4","87","0"
4.25114230002517,46.1495958583418,"42141",Mars,fr:Mars (Loire),1215.000000000000000,./0.png,Roanne,"4",,,,"0","8",,,,,"0",,,"0",,,,,,,,"0","0","0"
4.26305485717757,46.0212765069938,"42068",Combre,fr:Combre,404.000000000000000,./0.png,Roanne,,,,,"1","17",,,,"0","1",,,"0",,,,,,,"0","1","6","0"
4.24318713472986,46.1760584441521,"42131",Maizilly,fr:Maizilly,516.000000000000000,./0.png,Roanne,"0",,,,,,,,,,"0",,,,,,,,,,"0","0",,"9"
4.28269672242262,46.0055566249359,"42293",Saint-Victor-sur-Rhins,fr:Saint-Victor-sur-Rhins,1144.000000000000000,./0.png,Tarare,"2",,,,"2","50","0",,,,"0","29","11",,,,,,,,,"7","3","38"
4.28305505780842,45.8677969004924,"42209",Sainte-Colombe-sur-Gand,fr:Sainte-Colombe-sur-Gand,1354.000000000000000,./0.png,La Plaine du Forez,,,,,,"9",,,,"0","0",,,,,,,,,,,,"8","3"
4.84417851689302,45.8834411425321,"69143",Neuville-sur-Saône,fr:Neuville-sur-Saône,546.000000000000000,./0.png,Lyon,"42",,,"7","5","83","0",,,"0","73","172","0","3",,,"63","14",,"11","0","45","118","651"
4.55465316190925,45.8852941787982,"69173",Sarcey,fr:Sarcey (Rhône),1007.000000000000000,./0.png,Lyon,,,,,"7","45",,,"44","0",,"18",,"0","8","7",,,,,,"14","63","8"
4.69997824837891,45.8943836562992,"69140",Morancé,fr:Morancé,930.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.6821468838924,45.8751908915764,"69212",Saint-Jean-des-Vignes,fr:Saint-Jean-des-Vignes,259.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.59162904045826,45.890984137216,"69026",Le Breuil,fr:Le Breuil (Rhône),562.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.61683233401168,45.8907447495063,"69056",Chessy,fr:Chessy (Rhône),453.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.80098853426251,45.882737277603,"69207",Saint-Germain-au-Mont-d'Or,fr:Saint-Germain-au-Mont-d'Or,542.000000000000000,./0.png,Lyon,"4","0",,,"4","25","0",,,,"0","78","0","0",,,,,,"0",,"5","1","24"
4.86761677896082,45.8773091190003,"69284",Montanay,fr:Montanay,726.000000000000000,./0.png,Lyon,"2",,,,"3","126","1",,,,"13","28","0","8","66",,,,,"0",,"2","56","44"
3.97756859218304,46.0456512975263,"42176",Pouilly-les-Nonains,fr:Pouilly-les-Nonains,1038.000000000000000,./0.png,Roanne,"8",,,"0","0","14",,"3",,"1","0","0",,"0",,,,"5",,"1",,"0","28","13"
4.00171357093621,46.0416237950311,"42253",Saint-Léger-sur-Roanne,fr:Saint-Léger-sur-Roanne,454.000000000000000,./0.png,Roanne,"0",,,,"0","1",,,,,"0","3","0","1",,,,,,"2","0","0","5","10"
3.99561944288692,46.0139062381213,"42162",Ouches,fr:Ouches,1014.000000000000000,./0.png,Roanne,"1",,,,"0","2",,,,"0","2",,,,,,,"4",,,,"60","0","9"
3.98181049354435,45.9101862603315,"42274",Saint-Polgues,fr:Saint-Polgues,583.000000000000000,./0.png,La Plaine du Forez,,,,,,"2",,,,"0",,,,,,,,,,,,"0","1","0"
3.99158592319311,45.8511931599298,"42243",Saint-Julien-d'Oddes,fr:Saint-Julien-d'Oddes,1037.000000000000000,./0.png,La Plaine du Forez,,,,,,"1",,,,,,,,,,,,,,,,,,"1"
4.03472013749277,46.0434269423085,"42184",Riorges,fr:Riorges,1563.000000000000000,./0.png,Roanne,"27","0",,"12","7","1005","23",,,"0","60","74","8","17","3",,"10","54","4","11","123","74","513","1047"
4.02728814677842,45.9971903770602,"42332",Villerest,fr:Villerest,1402.000000000000000,./0.png,Roanne,"1",,,,"1","31","0",,,,"8",,,"0",,,,,,"8","0","32","5","86"
4.00383335263686,46.141903341918,"42157",Noailly,fr:Noailly,3192.000000000000000,./0.png,Roanne,,,"0",,"0","1",,,,"0","0","4",,"0",,,,,,,,"0",,"2"
4.04762692530365,46.1592288279983,"42016",La Bénisson-Dieu,fr:La Bénisson-Dieu,1118.000000000000000,./0.png,Roanne,,,,,,"0","0",,,,"1","0",,"0",,,,,,,,"0","3","0"
3.98549861748703,45.9576007310997,"42239",Saint-Jean-Saint-Maurice-sur-Loire,fr:Saint-Jean-Saint-Maurice-sur-Loire,2434.000000000000000,./0.png,Roanne,"0",,"0",,"10","3",,,,"0",,,,,,,,,,,,"3",,"3"
3.99256477774209,45.9295625040332,"42027",Bully,fr:Bully (Loire),1913.000000000000000,./0.png,La Plaine du Forez,,,,,"0","6",,,,"0",,,,,,,,,,,,"2",,"0"
3.96439543567034,46.1087792365872,"42231",Saint-Germain-Lespinasse,fr:Saint-Germain-Lespinasse,1479.000000000000000,./0.png,Roanne,"0",,,,"0","41",,"32",,"0","2","16","20",,,,,,,,"0","1","10","42"
