X,Y,insee,nom,wikipedia,surf_ha,icon_url,Effectifs avec Micro_Zone emploi,Effectifs avec Micro_Agroalimentaire,"Effectifs avec Micro_Bijouterie, joaillerie",Effectifs avec Micro_Bois,Effectifs avec Micro_Chimie,"Effectifs avec Micro_Conseil, ingénierie, recherche",Effectifs avec Micro_Construction/BTP/Génie urbain/Architecture,Effectifs avec Micro_Eau et déchets,Effectifs avec Micro_Electrique/Electronique (dont optique),Effectifs avec Micro_Emballage,Effectifs avec Micro_Energie,"Effectifs avec Micro_Management, conseil, finances",Effectifs avec Micro_Mécanique-Métallurgie,Effectifs avec Micro_Meubles,"Effectifs avec Micro_Numérique, TIC, audiovisuel",Effectifs avec Micro_Papier-carton,Effectifs avec Micro_Plasturgie,"Effectifs avec Micro_Santé (dont pharmacie, technologies médicales, R&D en biotech)",Effectifs avec Micro_Sous-traitance industrielle,Effectifs avec Micro_Sous-traitance industrielle (coeur de l'activité),Effectifs avec Micro_Sport / Loisirs,Effectifs avec Micro_Textile-habillement-cuir chaussures,Effectifs avec Micro_Tourisme,Effectifs avec Micro_Transport de marchandises/Logistique,Effectifs avec Micro_(vide)
4.18163478971155,45.5421106663846,"42304",Sury-le-Comtal,fr:Sury-le-Comtal,2417.000000000000000,./0.png,Saint Etienne,"2",,,,,"97","1",,,"0","6","29",,"0",,"45",,,,,"28","20","108","235"
4.05699495910572,45.5603105150431,"42122",Lézigneux,fr:Lézigneux,1481.000000000000000,./0.png,La Plaine du Forez,"1","0","0",,"4","22",,,,,"0",,"0","2",,,"11",,,"0","5","0","2","2"
4.13144294686123,45.5567279707086,"42285",Saint-Romain-le-Puy,fr:Saint-Romain-le-Puy,2138.000000000000000,./0.png,Saint Etienne,"40",,"1","39","20","279","12",,,"0","17","21","0","0","21","0","0","3","0",,"0","14","73","71"
4.25083097830107,45.562033486997,"42324",Veauchette,fr:Veauchette,761.000000000000000,./0.png,Saint Etienne,,,,,"1","10",,,,"0","0","26",,"0",,,,,,,,"3","42","25"
4.28908748270757,45.5627641146533,"42323",Veauche,fr:Veauche,1086.000000000000000,./0.png,Saint Etienne,"431","0","0","0","17","571",,"15","29","0","36","88","1","8","0",,"1",,"7","1","179","22","521","421"
4.08540101177516,45.5713951069151,"42290",Saint-Thomas-la-Garde,fr:Saint-Thomas-la-Garde,348.000000000000000,./0.png,La Plaine du Forez,,"0",,,,"4","0",,,,"1",,"2","0",,,,,,,,,"2","0"
4.04566739356381,45.5872257616196,"42087",Écotay-l'Olme,fr:Écotay-l'Olme,640.000000000000000,./0.png,La Plaine du Forez,,,"0",,"2","0",,,,,"0",,,"0",,,,,,"0",,"0","0","1"
4.32140410461683,45.5744835522036,"42043",Chambœuf,fr:Chambœuf (Loire),1126.000000000000000,./0.png,Saint Etienne,,,,"17","0","35",,,,"0","0","87",,"0",,"78",,"1",,"0",,"0","11","91"
4.22588612658213,45.5742406102965,"42075",Craintilleux,fr:Craintilleux,835.000000000000000,./0.png,Saint Etienne,"2",,,,"1","28",,,,"0","0",,,"0",,,,,,"0","0","0","48","6"
4.25020789032508,45.5890767136338,"42185",Rivas,fr:Rivas (Loire),465.000000000000000,./0.png,Saint Etienne,,,,,"0","116",,,,"0","0","6",,,,,,"17",,,,,"5","8"
4.39674243026785,45.2930181998959,"42139",Marlhes,fr:Marlhes,3266.000000000000000,./0.png,Saint Etienne,"1",,"0",,"0","38",,,,"1","0",,,,,,,,,,,"3","3","33"
4.45534853463098,45.2894724677546,"42280",Saint-Régis-du-Coin,fr:Saint-Régis-du-Coin,2052.000000000000000,./0.png,Saint Etienne,,,"0",,"0","2",,,,"0","2",,,,,,,,,"0",,"1",,"1"
4.50068002892138,45.2713575050052,"42287",Saint-Sauveur-en-Rue,fr:Saint-Sauveur-en-Rue,3066.000000000000000,./0.png,Vienne-Annonay,"1",,"0",,"0","14",,,,"0",,"0","1",,,"8",,,,,"0","16","0","17"
4.55922183855968,45.2639347261981,"42028",Burdignes,fr:Burdignes,3067.000000000000000,./0.png,Vienne-Annonay,"11",,"0",,,"8",,,,"0",,"0",,,,,,"7",,"0",,"5","0","1"
4.67483612162449,45.5630802728441,"42083",Dargoire,fr:Dargoire,195.000000000000000,./0.png,Saint Etienne,,,,,"0","40",,,,,"0","16",,,,,,"17",,,"7","0","0","5"
4.4618400438929,45.5896996512378,"42055",Châtelus,fr:Châtelus (Loire),250.000000000000000,./0.png,Saint Etienne,,,,,,"8",,,,,,,,,,,,,,,,"1","0","0"
4.48162908357375,45.5729751615185,"42133",Marcenod,fr:Marcenod,908.000000000000000,./0.png,Saint Etienne,"0",,,,"0","6","0",,,"0","0",,,"0",,,,,,,,"0",,"3"
4.4081704231695,45.590726893447,"42062",Chevrières,fr:Chevrières (Loire),1461.000000000000000,./0.png,Saint Etienne,"0",,,,"1","5",,,,"0","0",,,,,,,,,,,,"4","4"
4.43129278830239,45.5413745249801,"42096",Fontanès,fr:Fontanès (Loire),689.000000000000000,./0.png,Saint Etienne,"0",,,,"0","0",,,,"0",,,,"0",,,,,,,,,,"4"
4.4145080453206,45.5557994547921,"42100",La Gimond,fr:La Gimond,338.000000000000000,./0.png,Saint Etienne,"30",,,,,"2",,,,,"0",,,,,,,,,,,"6","0","1"
4.39808595240248,45.4885538837548,"42311",La Tour-en-Jarez,fr:La Tour-en-Jarez,513.000000000000000,./0.png,Saint Etienne,"20",,,,"2","89","0",,,,"0","0",,"0",,,,,,,,"4","4","22"
4.6256338734628,45.58964777503,"69228",Chabanière,fr:Chabanière,3494.000000000000000,./0.png,Lyon,"3",,"0",,"0","178","7",,,"0","10","16","1","0",,,,"0",,,,"7","47","32"
4.55426063110945,45.5337558995015,"42036",Chagnon,fr:Chagnon,248.000000000000000,./0.png,Saint Etienne,"0",,,,"0","3",,,,,,"0",,,,,,,,,,,"0","1"
4.85835079849949,45.5252422903351,"69189",Sainte-Colombe,fr:Sainte-Colombe (Rhône),160.000000000000000,./0.png,Lyon,"6","0",,,"0","16",,,,,"2","2",,"2",,,,,,,"0","7","8","229"
4.57347046998588,45.5348713443162,"42225",Genilac,fr:Genilac,866.000000000000000,./0.png,Saint Etienne,"18","3",,,"1","68","0",,,"4","4","1","0","0",,,,"0","2","0","0","7","5","58"
4.68902195380515,45.5346085933626,"69252",Trèves,fr:Trèves (Rhône),762.000000000000000,./0.png,Lyon,"0",,,,,"2",,,,"0","0",,,,,,,,,,,"0","0","1"
4.82647321614425,45.5358612448463,"69235",Saint-Romain-en-Gal,fr:Saint-Romain-en-Gal,1363.000000000000000,./0.png,Lyon,,,,,"4","41","49",,,"0","2",,"0","2",,,"1","0",,,,"19","108","112"
4.51182288357297,45.5421738380195,"42320",Valfleury,fr:Valfleury,884.000000000000000,./0.png,Saint Etienne,,,,,"0","6",,,,,"0","3",,,,,,,,"0",,"4","1","14"
4.59121224429228,45.552237372658,"42259",Saint-Martin-la-Plaine,fr:Saint-Martin-la-Plaine,959.000000000000000,./0.png,Saint Etienne,"7",,,,"8","22","0","3",,"0","1","23",,"1",,,,"103","20","30",,"3","8","44"
4.66392895161203,45.5542219068559,"42307",Tartaras,fr:Tartaras,396.000000000000000,./0.png,Saint Etienne,"7",,,"1","0","1",,,,"0","0",,,"0",,,,,,,,,"3","0"
4.72981924823854,45.5506459357306,"69080",Échalas,fr:Échalas (Rhône),2096.000000000000000,./0.png,Lyon,"0",,,,"0","18",,,,"0","0","4",,"1",,,,,,,,"0","5","69"
4.78259201954805,45.5466982867803,"69118",Loire-sur-Rhône,fr:Loire-sur-Rhône,1652.000000000000000,./0.png,Lyon,"5",,"47",,"2","45","12",,,,"2","9",,,,,,"5",,"0",,"12","232","34"
4.46716041721831,45.5360993753479,"42208",Saint-Christo-en-Jarez,fr:Saint-Christo-en-Jarez,2215.000000000000000,./0.png,Saint Etienne,"4",,,,"0","37",,,,,"0","5",,"0",,,,"0",,"0",,"2","1","15"
4.60970557740216,45.5224241597114,"42186",Rive-de-Gier,fr:Rive-de-Gier,734.000000000000000,./0.png,Saint Etienne,"32","1",,,"2","161","0","0",,"9","70","50",,"23",,"0","7","18",,"3","0","119","150","482"
4.73800696422468,45.5123498880993,"69097",Les Haies,fr:Les Haies,1591.000000000000000,./0.png,Lyon,,,,,"1","13",,,,"0","2",,,,,,,"0",,,,"1","0","7"
4.67979481543915,45.5043609830523,"69119",Longes,fr:Longes,2405.000000000000000,./0.png,Lyon,"4",,,,"2","2",,,,,"0","4",,,,,,,,,,"4","0","1"
4.77425744174548,45.4909230806277,"69253",Tupin-et-Semons,fr:Tupin-et-Semons,826.000000000000000,./0.png,Lyon,,,,,"1","1",,,,"0","0","1",,"0",,,,,,,,"4","14","5"
4.80307650479445,45.5034193937178,"69007",Ampuis,fr:Ampuis,1560.000000000000000,./0.png,Vienne-Annonay,"20","0","3",,"2","96","25",,,"4","6","3",,"0","0",,,"1",,"2","0","14","109","142"
4.83211969054839,45.5168130016326,"69193",Saint-Cyr-sur-le-Rhône,fr:Saint-Cyr-sur-le-Rhône,602.000000000000000,./0.png,Lyon,,"0","0",,"0","74","0",,,"0","0",,,"0",,,,,,,"0","6","3","11"
4.53004642703211,45.5217170831189,"42032",Cellieu,fr:Cellieu,1209.000000000000000,./0.png,Saint Etienne,"0",,,,"2","21",,,,"1","0",,,"1",,,,"6",,,,"0","4","19"
4.6339795272372,45.514789200001,"42053",Châteauneuf,fr:Châteauneuf (Loire),1356.000000000000000,./0.png,Saint Etienne,,,,,"2","21",,,,"0","0","335",,"0",,,,,,"2","0",,"29","2"
4.60166462704014,45.4848929902875,"42093",Farnay,fr:Farnay,741.000000000000000,./0.png,Saint Etienne,"0",,,,"0","2",,,,"0","2","0",,"1",,,,,,,,"6","1","2"
4.58180275768385,45.5113459014709,"42123",Lorette,fr:Lorette (Loire),338.000000000000000,./0.png,Saint Etienne,"134","7","9","6","3","183","7","13",,"0","5","474",,"10",,,,"1","12","6","8","6","229","166"
4.55879023407461,45.5043671789553,"42103",La Grand-Croix,fr:La Grand-Croix,404.000000000000000,./0.png,Saint Etienne,"38","0","11","4","1","83","0",,,"0","7","125",,"4","18",,,"1","36",,"27","24","83","181"
4.54077489336288,45.4917773844415,"42110",L'Horme,fr:L'Horme,449.000000000000000,./0.png,Saint Etienne,"9",,,,"0","84","33",,,,"9","365",,"0",,"6","1","9","13","5","0","20","101","376"
4.43750588551435,45.4994867947805,"42302",Sorbiers,fr:Sorbiers (Loire),1210.000000000000000,./0.png,Saint Etienne,"328",,,,"68","304",,"32",,"0","5","141",,"7","9",,"6","109",,"6","112","57","94","352"
4.6192755122297,45.5552679772303,"42242",Saint-Joseph,fr:Saint-Joseph (Loire),826.000000000000000,./0.png,Saint Etienne,"0",,,,"0","62",,,,,"1",,"0","0",,,,"0",,,,"0","30","31"
4.70423766890725,45.5661313995631,"69236",Saint-Romain-en-Gier,fr:Saint-Romain-en-Gier,405.000000000000000,./0.png,Lyon,,,,,,"0",,,,,,"5",,"0",,,,,,,,"0","17","0"
4.44129507069598,45.5736492958572,"42102",Grammond,fr:Grammond,819.000000000000000,./0.png,Saint Etienne,"0",,,,"2","18",,,,,"0","1","0","1",,,,,,,"29","0","6","2"
4.54167096304859,45.5652660341309,"42283",Saint-Romain-en-Jarez,fr:Saint-Romain-en-Jarez,1695.000000000000000,./0.png,Saint Etienne,"17",,,,"0","14",,,,,"0","3",,,,,,,,,,,"14","1"
4.72043450605941,45.6612008054333,"69148",Orliénas,fr:Orliénas,1038.000000000000000,./0.png,Lyon,"9",,,,"1","24","0",,,"0","0","5","0","1",,,,,,,,"7","0","29"
4.49574542914846,45.6501317520341,"69042",La Chapelle-sur-Coise,fr:La Chapelle-sur-Coise,660.000000000000000,./0.png,Saint Etienne,,,,,"0","5",,,,,,,,,,,,,,,,"0","1","0"
4.52290680614986,45.6810818855573,"69078",Duerne,fr:Duerne,1140.000000000000000,./0.png,Lyon,"18",,,,"0","13",,"0",,,"0","9",,"0",,,,,,,,"1","3","99"
4.55788631794014,45.6578626736093,"69227",Saint-Martin-en-Haut,fr:Saint-Martin-en-Haut,3896.000000000000000,./0.png,Lyon,"52",,"0",,"2","147",,,,"0","15","78","3","5",,,,"0",,"3","0","12","328","222"
4.61838256002372,45.6570949329302,"69170",Rontalon,fr:Rontalon,1264.000000000000000,./0.png,Lyon,"12",,,,"0","5",,,,,,"0","0",,,,,,,"0",,"5","0","21"
4.68435021714258,45.642836925646,"69219",Saint-Laurent-d'Agny,fr:Saint-Laurent-d'Agny,1066.000000000000000,./0.png,Lyon,"110",,,,"4","117",,"0",,"0","0","10",,"2",,,,"49",,"0",,"8","109","36"
4.63406883926341,45.6372824951343,"69051",Chaussan,fr:Chaussan,793.000000000000000,./0.png,Lyon,,,,,"1","0",,,,"0","0",,,,,,,,,,,"0","0","0"
4.69200906145246,45.6770377591762,"69176",Soucieu-en-Jarrest,fr:Soucieu-en-Jarrest,1430.000000000000000,./0.png,Lyon,"10",,,,"0","55",,,,"0","0","25","0","25",,,,"2",,"0",,"11","6","28"
4.76822862077506,45.6579029149838,"69268",Vourles,fr:Vourles,559.000000000000000,./0.png,Lyon,"26",,"2",,"17","466","0","89","72",,"12","185","1","17",,"0","9","31",,"0","0","26","278","251"
4.79034573958655,45.650879894159,"69046",Charly,fr:Charly (Rhône),517.000000000000000,./0.png,Lyon,"4",,"0",,"5","66","0",,,,"10","7",,"0","0",,,,,"0","0","7","7","96"
4.81778560565673,45.6751008046941,"69100",Irigny,fr:Irigny,881.000000000000000,./0.png,Lyon,"7",,"1","21","7","572","7",,,"0","5","0",,"16",,"0","214","19",,"0","40","49","318","1295"
4.8094586123171,45.6494974210512,"69260",Vernaison,fr:Vernaison,418.000000000000000,./0.png,Lyon,"12",,,,"2","201",,,,"0","6","10",,"3",,,"1",,,"2",,"7","28","137"
4.83815525497097,45.6460195862382,"69296",Solaize,fr:Solaize,821.000000000000000,./0.png,Lyon,"6",,,"277","6","496",,,,"0","6","0",,"1","0",,,,,,"0","67","248","309"
4.948954535161,45.665121122247,"69283",Mions,fr:Mions,1166.000000000000000,./0.png,Lyon,"241","0","3",,"19","707","49","45",,"14","19","261","1","70",,,"0","64","9","8","7","53","1935","995"
4.98198096023484,45.6575057735069,"69298",Toussieu,fr:Toussieu,506.000000000000000,./0.png,Lyon,"14",,,,"5","157","3",,,"0","2","82","1","90",,,,"326","6","0","0","4","230","126"
4.44561672476338,45.6460693700291,"69155",Pomeys,fr:Pomeys,1322.000000000000000,./0.png,Saint Etienne,"3",,"0",,"0","9","0",,,"0","2",,"4","1",,,,,,"1",,"2","0","15"
4.42099704787429,45.6620173748209,"69095",Grézieu-le-Marché,fr:Grézieu-le-Marché,1156.000000000000000,./0.png,Saint Etienne,"45",,,,"0","24",,,,"0","0",,,,,,,,,,,"0","20","1"
4.86942632939619,45.6426526661292,"69291",Saint-Symphorien-d'Ozon,fr:Saint-Symphorien-d'Ozon,1341.000000000000000,./0.png,Lyon,"72","0",,"49","3","148","14","282",,"0","20","69","1","4",,"36",,"531","13","7","9","31","173","185"
4.90851842674106,45.6683278201109,"69273",Corbas,fr:Corbas,1190.000000000000000,./0.png,Lyon,"984",,"22","46","90","970","26","13",,"0","52","546","3","23","74","2","5","314","67","62","32","104","5311","1137"
4.95027680083269,45.6283628404385,"69270",Chaponnay,fr:Chaponnay,1892.000000000000000,./0.png,Lyon,"506",,,"33","42","272","0",,,"0","78","154","1","9",,"0","14","47","13","0","0","159","1139","2317"
5.00876001844575,45.6451108133278,"69289",Saint-Pierre-de-Chandieu,fr:Saint-Pierre-de-Chandieu,2933.000000000000000,./0.png,Lyon,"49","0",,"24","0","281","267","2",,"0","1","151","0","15","23",,,,"9","0",,"60","710","261"
4.59681927135175,45.6324026154592,"69180",Saint-André-la-Côte,fr:Saint-André-la-Côte,488.000000000000000,./0.png,Lyon,,,,,,"0",,,,,,,,"1",,,,,,,"0",,,"1"
4.7234771026479,45.6367023197653,"69241",Taluyers,fr:Taluyers,810.000000000000000,./0.png,Lyon,"4",,,"0","6","285","0",,,,"16","38",,"58",,,,,,"0","0","37","62","83"
4.74990334050455,45.6249939581654,"69136",Montagny,fr:Montagny (Rhône),819.000000000000000,./0.png,Lyon,"105","15","10",,"62","38","64",,,"0","16","88","15","73",,,"15","16",,"0","0","6","127","380"
4.77836658930408,45.6311378057305,"69133",Millery,fr:Millery (Rhône),869.000000000000000,./0.png,Lyon,"10","0","0",,"64","308","7","0",,"0","12","48","32","0",,,"2","1",,"0","0","9","28","64"
4.45012318123775,45.6311264137709,"69238",Saint-Symphorien-sur-Coise,fr:Saint-Symphorien-sur-Coise,407.000000000000000,./0.png,Saint Etienne,"386","0",,"1","11","167","15",,,"0","13","19","1","5",,"1","3","2",,"12","8","20","46","320"
4.82496109616351,45.6277547112576,"69294",Sérézin-du-Rhône,fr:Sérézin-du-Rhône,384.000000000000000,./0.png,Lyon,"6","0",,,"7","131","1",,,,"10","16",,"0",,,"23","0",,"3",,"15","292","97"
4.52472972213488,45.4054719361656,"42322",La Valla-en-Gier,fr:La Valla-en-Gier,3481.000000000000000,./0.png,Saint Etienne,"0",,"1",,"0","5",,,,,"0",,,"0",,,,,,,,"0","0","13"
4.11476781024025,45.3762325401442,"42192",Rozier-Côtes-d'Aurec,fr:Rozier-Côtes-d'Aurec,1384.000000000000000,./0.png,Saint Etienne,,,,,"0","2",,,,"0","0",,,"0",,,,,,,,"0","0","3"
4.05967396738106,45.3683806476454,"42235",Saint-Hilaire-Cusson-la-Valmitte,fr:Saint-Hilaire-Cusson-la-Valmitte,1872.000000000000000,./0.png,Saint Etienne,,,,,"0","15",,,,"0",,,,,,,,,,,"0","1","0","0"
4.02434001282545,45.3741317694739,"42142",Merle-Leignec,fr:Merle-Leignec,1649.000000000000000,./0.png,Saint Etienne,,,,,"0","2",,,,,"0",,,"0",,,,,,,,"0",,"0"
4.37183443190186,45.3662715175879,"42286",Saint-Romain-les-Atheux,fr:Saint-Romain-les-Atheux,1481.000000000000000,./0.png,Saint Etienne,"0",,"0",,"0","0",,,,,"0",,,"0",,,,,,,,"0","6","6"
4.28871545551872,45.3788245358774,"42095",Firminy,fr:Firminy,1049.000000000000000,./0.png,Saint Etienne,"49",,"22",,"19","433","89","4",,"43","173","382","73","0",,"222",,"12",,"31","24","159","114","1440"
4.26059047407882,45.3844431763764,"42099",Fraisses,fr:Fraisses,467.000000000000000,./0.png,Saint Etienne,"2",,,,"30","172",,"4",,,"12","67",,,,,,"5",,"0","0","3","58","65"
4.33205755218932,45.3891832211087,"42044",Le Chambon-Feugerolles,fr:Le Chambon-Feugerolles,1747.000000000000000,./0.png,Saint Etienne,"50",,,,"66","458","31","0","16","0","30","492","0","0","11","0",,"151","48","74","55","151","446","457"
4.56060374524202,45.3606905561169,"42101",Graix,fr:Graix,862.000000000000000,./0.png,Saint Etienne,,,"0",,"0","4",,,,,,,,,,,,,,,,"1","0","0"
4.51511728230214,45.374479283429,"42017",Le Bessat,fr:Le Bessat,1017.000000000000000,./0.png,Saint Etienne,"5",,"5",,"0","0",,,,,"0",,,"1",,,,,,"4",,"13","0","1"
4.63534567730515,45.3722534465807,"42326",Véranne,fr:Véranne,1620.000000000000000,./0.png,Vienne-Annonay,,"0","1",,,"6",,,,"0",,,,"14",,,,,,,"0","4",,"1"
4.69812901488122,45.3606539435701,"42129",Maclas,fr:Maclas,1029.000000000000000,./0.png,Vienne-Annonay,"254",,,"0","2","25",,,,"0","4","4","0",,,"1",,,,"0","0","3","9","96"
4.70056620844435,45.3721996491082,"42124",Lupé,fr:Lupé,149.000000000000000,./0.png,Vienne-Annonay,,,,,,"17",,,,,"0",,,,,,,,,,"0","2","0","1"
4.49231092506841,45.3610868358357,"42306",Tarentaise,fr:Tarentaise (Loire),1255.000000000000000,./0.png,Saint Etienne,,,"0",,"1","2",,,,"0","1",,,,,,,,,,,"0",,"5"
4.74463198707655,45.3772424900783,"42272",Saint-Pierre-de-Bœuf,fr:Saint-Pierre-de-Bœuf,600.000000000000000,./0.png,Vienne-Annonay,"4",,,,"1","14","0",,,"0","0","20","0","0",,,,"3",,"0","3","8","11","62"
4.72621723870918,45.3856676473463,"42132",Malleval,fr:Malleval (Loire),515.000000000000000,./0.png,Vienne-Annonay,,,,,,"16",,,,"0",,"0",,,,,,,,,,"1","0","0"
4.3623034435947,45.3200063424897,"42115",Jonzieux,fr:Jonzieux,1030.000000000000000,./0.png,Saint Etienne,"4",,,,"0","14",,,,,"0",,,,,,,,,,"13","2","6","21"
4.59394807379191,45.3537500037466,"42067",Colombier,fr:Colombier (Loire),1785.000000000000000,./0.png,Vienne-Annonay,,,"0",,,,,,,"0","0",,,,,,,,,,,"0","0","0"
4.54780357966374,45.3361311508871,"42310",Thélis-la-Combe,fr:Thélis-la-Combe,1454.000000000000000,./0.png,Vienne-Annonay,,,,,,,,,,,,,,,,,,,,,,"12",,"0"
4.50684379861375,45.3211162146644,"42329",La Versanne,fr:La Versanne,1517.000000000000000,./0.png,Vienne-Annonay,,,"0",,,"3",,,,,"0",,,,,,,,,,,"5",,"0"
4.61836765887797,45.3216884091237,"42246",Saint-Julien-Molin-Molette,fr:Saint-Julien-Molin-Molette,953.000000000000000,./0.png,Vienne-Annonay,"11",,,,,"27",,,,,,"7",,,,,,"0",,"0",,"1","5","3"
4.64703956633554,45.3458620686833,"42201",Saint-Appolinard,fr:Saint-Appolinard (Loire),985.000000000000000,./0.png,Vienne-Annonay,,,,,"0","5",,,,,"0","3",,,,,,"4",,,,"3","0","4"
4.5660340168431,45.3038121553913,"42023",Bourg-Argental,fr:Bourg-Argental,2023.000000000000000,./0.png,Vienne-Annonay,"28",,"0",,"0","58",,,,"1","7","49","0","0",,"81","12",,,,"129","3","21","71"
3.92031643673114,45.8366730593604,"42260",Saint-Martin-la-Sauveté,fr:Saint-Martin-la-Sauveté,2969.000000000000000,./0.png,La Plaine du Forez,"5",,,,"0","36",,,,"0",,,,,,,,,,,,"1","0","40"
3.9246936385342,45.915415935814,"42076",Cremeaux,fr:Cremeaux,3333.000000000000000,./0.png,La Plaine du Forez,"1",,"0",,"0","9",,,,"0",,"17","2","0",,,,"0",,,,"2","1","11"
3.92582852079139,45.6552168192286,"42205",Saint-Bonnet-le-Courreau,fr:Saint-Bonnet-le-Courreau,5049.000000000000000,./0.png,La Plaine du Forez,"36",,"0",,,"8",,,,"1","0",,,"0",,,,,,,,"4",,"11"
4.70216352418369,45.3907145688428,"42018",Bessey,fr:Bessey,628.000000000000000,./0.png,Vienne-Annonay,"0",,,,,"0",,,,,,,,,,,,,,"0",,"0",,"0"
4.65694838423642,45.3910369605924,"42191",Roisey,fr:Roisey,1308.000000000000000,./0.png,Vienne-Annonay,"0",,,,"2","20",,,,,"0","1",,"0",,,,,,,,"0","20","8"
3.87979940672771,45.8706124081607,"42255",Saint-Marcel-d'Urfé,fr:Saint-Marcel-d'Urfé,1404.000000000000000,./0.png,La Plaine du Forez,,,,,"0","2",,,,"0",,,,,,,,,,,,"2",,"0"
3.75847848595927,45.7431967464229,"42045",La Chambonie,fr:La Chambonie,440.000000000000000,./0.png,Le Livradois,,,"0",,,,,,,,,,,,,,,,,,,,,"0"
3.76157189284506,45.75568592611,"42040",La Chamba,fr:La Chamba,526.000000000000000,./0.png,Le Livradois,,,,,,,,,,"0",,,,,,,,,,,,"1",,
3.84224866592528,45.8196549415398,"42245",Vêtre-sur-Anzon,fr:Vêtre-sur-Anzon,2032.000000000000000,./0.png,Le Livradois,,,"0",,,"146",,,,"0",,,"0",,,,,,,"0",,,"6","6"
3.84383626316387,45.8536800093931,"42047",Champoly,fr:Champoly,1505.000000000000000,./0.png,Le Livradois,,,,,,"13",,"45",,,"3",,,,,,,,,,,"0",,"1"
3.80962182484323,45.8014027901725,"42278",Saint-Priest-la-Vêtre,fr:Saint-Priest-la-Vêtre,517.000000000000000,./0.png,Le Livradois,,,,,,"5",,,,"0",,,,,,,,"0",,,,,"0","3"
3.90629099714836,45.7740651236468,"42252",Saint-Laurent-Rochefort,fr:Saint-Laurent-Rochefort,1574.000000000000000,./0.png,La Plaine du Forez,,,"0","0",,"2",,,,"0",,,,,,,,,,,,,"1","1"
3.86375351762348,45.7931961900684,"42217",Saint-Didier-sur-Rochefort,fr:Saint-Didier-sur-Rochefort,2274.000000000000000,./0.png,Le Livradois,"0",,,,,"1",,"0",,,,"0",,,,,,"0",,,"0","0","0","0"
3.79206878963058,45.7751161515721,"42238",Saint-Jean-la-Vêtre,fr:Saint-Jean-la-Vêtre,1622.000000000000000,./0.png,Le Livradois,,,"0",,"0","4","0",,,,,"0",,,,,,"2",,,,"0","8","3"
3.82904654809608,45.7707680909179,"42072",La Côte-en-Couzan,fr:La Côte-en-Couzan,909.000000000000000,./0.png,Le Livradois,,,"0",,,,,,,,,,,,,,,,,,,,,
3.84450300120725,45.7574717821529,"42321",La Valla-sur-Rochefort,fr:La Valla-sur-Rochefort,890.000000000000000,./0.png,La Plaine du Forez,,,"0",,,"0",,,,"0",,,,,,,,,,,,"3","1",
3.88013763257575,45.7310486141575,"42247",Saint-Just-en-Bas,fr:Saint-Just-en-Bas,2082.000000000000000,./0.png,La Plaine du Forez,,,"0",,,"1",,,,"0",,,,"0",,,,,,"0",,"1","2",
3.75430725314315,45.8524693586059,"42034",Cervières,fr:Cervières (Loire),763.000000000000000,./0.png,Le Livradois,,,"0",,"0","0",,,,,"0",,,,,,,,,,,"0",,"0"
3.74428779522756,45.8057102420571,"42159",Noirétable,fr:Noirétable,4073.000000000000000,./0.png,Le Livradois,"10","0","0",,"0","58",,,,,"0","1",,"0",,"25",,,,"0","0","45","105","123"
3.78497265592042,45.8548560934385,"42295",Les Salles,fr:Les Salles,2558.000000000000000,./0.png,Le Livradois,,,,,,"7",,,,,"0",,,,,,,,,,,"44","14","44"
3.8694294894288,46.0084785190356,"42008",Arcon,fr:Arcon,1922.000000000000000,./0.png,Roanne,,,"2",,,,,,,,,,,,,,,,,,,,"0","4"
3.88614541149351,46.2510911368113,"42317",Urbise,fr:Urbise,1572.000000000000000,./0.png,Roanne,,,,,,,,,,,,,,,,,,,,,,,"0","0"
3.88053917752541,46.1846793284729,"42163",La Pacaudière,fr:La Pacaudière,2079.000000000000000,./0.png,Roanne,"1",,"0",,"0","12",,,,"0","1","16","0","1",,,,,,"0","87","5","27","44"
3.90876308496453,46.0476886012309,"42182",Renaison,fr:Renaison,2338.000000000000000,./0.png,Roanne,"220","1","0",,"4","56","2",,,"0","4",,,"2",,,,"2",,"1","16","6","29","196"
3.90028640573373,46.1462187432676,"42049",Changy,fr:Changy (Loire),1379.000000000000000,./0.png,Roanne,,,,,"0","18","0",,"11","0","0",,,"0",,,,,,,,,"27","0"
3.89449538801333,45.8910590977345,"42116",Juré,fr:Juré (Loire),1207.000000000000000,./0.png,La Plaine du Forez,"1",,,,,"51",,,,"1","0",,,"0",,,,,,,,"2",,"9"
3.89140813396707,46.1063482085395,"42003",Ambierle,fr:Ambierle,3088.000000000000000,./0.png,Roanne,"4",,"1","0","0","11","0","10",,"0",,,,"0",,,,"92",,,,"9","0","7"
3.90429485705513,46.0745337543166,"42233",Saint-Haon-le-Vieux,fr:Saint-Haon-le-Vieux,1644.000000000000000,./0.png,Roanne,,,,,"0","67",,,,"0","0",,,"0",,,,,,,,"6","0","0"
3.88991457409937,45.9680746561257,"42061",Cherier,fr:Cherier,2882.000000000000000,./0.png,Roanne,"7",,"0",,,"10",,,,"0","0",,,"2",,,,,,,,"0",,"0"
3.92611034147865,45.7429020949274,"42164",Palogneux,fr:Palogneux,707.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
